_id,title,description,release_date,genre,director,rating,cast[0].actor,cast[1].actor,cast[2].actor,cast[3].actor,cast[4].actor,cast[5].actor,cast[6].actor,cast[7].actor,cast[8].actor,cast[9].actor,cast[10].actor,cast[11].actor,cast[12].actor,cast[13].actor,cast[14].actor,cast[15].actor,cast[16].actor,cast[17].actor,cast[18].actor,cast[19].actor,cast[20].actor,cast[21].actor,cast[22].actor,cast[23].actor,cast[24].actor,cast[25].actor,cast[26].actor,cast[27].actor,cast[28].actor,cast[29].actor,cast[30].actor,cast[31].actor,cast[32].actor,cast[0].role,cast[1].role,cast[2].role,cast[3].role,cast[4].role,cast[5].role,cast[6].role,cast[7].role,cast[8].role,cast[9].role,cast[10].role,cast[11].role,cast[12].role,cast[13].role,cast[14].role,cast[15].role,cast[16].role,cast[17].role,cast[18].role,cast[19].role,cast[20].role,cast[21].role,cast[22].role,cast[23].role,cast[24].role,cast[25].role,cast[26].role,cast[27].role,cast[28].role,cast[29].role,cast[30].role,cast[31].role,cast[32].role,cast[0]._id,cast[1]._id,cast[2]._id,cast[3]._id,cast[4]._id,cast[5]._id,cast[6]._id,cast[7]._id,cast[8]._id,cast[9]._id,cast[10]._id,cast[11]._id,cast[12]._id,cast[13]._id,cast[14]._id,cast[15]._id,cast[16]._id,cast[17]._id,cast[18]._id,cast[19]._id,cast[20]._id,cast[21]._id,cast[22]._id,cast[23]._id,cast[24]._id,cast[25]._id,cast[26]._id,cast[27]._id,cast[28]._id,cast[29]._id,cast[30]._id,cast[31]._id,cast[32]._id,poster_url,banner_url,writer,season,season_year,test_poster_url,is_deleted,language,__v,view_count,created_at,updated_at,deleted_at,trailer_url,now_streaming_on[0],now_streaming_on[1]
6789077da7f15bb1fc06ae8f,Squid Game,"Hundreds of cash-strapped players accept a strange invitation to compete in children's games. Inside, a tempting prize awaits with deadly high stakes: a survival game that has a whopping 45.6 billion-won prize at stake.",2025-01-16T13:19:57.576Z,"Action, Thriller, Mystery, Drama",Hwang Dong-hyuk,0,"Lee Jung-jae,Greg Chun,Tom Choi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6789077da7f15bb1fc06ae90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/shows/1737033594245-s-squidgame-p.jpg,https://moviu.s3.us-east-1.amazonaws.com/shows/1737033594249-s-squidgame-b.jpg,Hwang Dong-hyuk,2 Seasons,2021–2025,,false,English,0,,,,,,,
67890a47a7f15bb1fc06fe8d,The Last of Us,"After a global pandemic destroys civilization, a hardened survivor takes charge of a 14-year-old girl who may be humanity's last hope.",2025-01-16T00:00:00.000Z,"Action, Adventure, Sci-Fi, Horror, Thriller","Neil Druckmann, Craig Mazin",0,Pedro Pascal,Bella Ramsey,Brendan Rozario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67890a63a7f15bb1fc06fee8,67890a63a7f15bb1fc06fee9,67890a63a7f15bb1fc06feea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/shows/1737034308560-s-thelastofus-p.jpg,https://moviu.s3.us-east-1.amazonaws.com/shows/1737034308561-s-thelastofus-b.jpg,"Neil Druckmann, Craig Mazin",1 Season,2023,,false,English,0,,,,,,,
67890dd0a7f15bb1fc0772ca,Pill,"Whistle blowers expose a corrupt nexus of pharma giants, middlemen, and doctors responsible for unethical drug proliferation in India.",2025-01-16T00:00:00.000Z,"Crime, Drama",Raj Kumar Gupta,0,Riteish Deshmukh,Pawan Malhotra,Nikhil Khurana,Baharul Islam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67890df0a7f15bb1fc077305,67890df0a7f15bb1fc077306,67890df0a7f15bb1fc077307,67890df0a7f15bb1fc077308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/shows/1737035209403-moviu poster-Pill-01.png,https://moviu.s3.us-east-1.amazonaws.com/shows/1737035209408-moviu banner-Pill-01.png,"Raj Kumar Gupta, Anagh Mukherjee, Parveez Sheikh, and Jaideep Yadav",1 season,2024,,false,Hindi,0,,,,,,,
6789129fa7f15bb1fc077c82,Murder In Mahim,"\nMurder In Mahim is a 2024 Hindi-language crime drama TV series on JioCinema written by Mustafa Neemuchwala and Udai Singh Pawar and directed by Raj Acharya. It stars Vijay Raaz, Ashutosh Rana, Shivani Raghuvanshi and Shivaji Satam. It was released on 10 May 2024.",2025-01-16T14:07:27.634Z,"Drama, Mystery",Raj Kumar Gupta,0,Shivani Raghuvanshi,Vijay Raaz,Ashutosh Rana,Umesh Jagtap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6789129fa7f15bb1fc077c83,6789129fa7f15bb1fc077c84,6789129fa7f15bb1fc077c85,6789129fa7f15bb1fc077c86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/shows/1737036444178-moviu poster-Murder In Mahim -01.jpg,https://moviu.s3.us-east-1.amazonaws.com/shows/1737036444182-moviu banner-Murder In Mahim -01.jpg, Jerry Pinto,1 season,2024,,false,Hindi,0,,,,,,,
678914bda7f15bb1fc077d29,Gyaarah Gyaarah,"Gyaarah Gyaarah is a 2024 Indian Hindi-language fantasy thriller series directed by Umesh Bist. The show is an adaptation of the popular Korean drama Signal. Produced by Sikhya Entertainment and Dharma Productions, the series stars Kritika Kamra, Raghav Juyal, Dhairya Karwa, and Aakash Dixit in lead roles.",2025-01-16T14:16:29.608Z,"Thriller, Drama, Fantasy",Umesh Bist,0,Raghav Juyal,Kritika Kamra,Dhairya Karwa,Gautami Kapoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678914bda7f15bb1fc077d2a,678914bda7f15bb1fc077d2b,678914bda7f15bb1fc077d2c,678914bda7f15bb1fc077d2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/shows/1737036986401-moviu poster-Gyaarah Gyaarah-01.jpg,https://moviu.s3.us-east-1.amazonaws.com/shows/1737036986406-moviu banner-Gyaarah Gyaarah-01.jpg,"Puja Banerji, Sunjoy Shekhar, and Umesh Bist",1 season,2024,,false,Hindi,0,,,,,,,
678915e6a7f15bb1fc077d67,The Penguin,"Following the events of The Batman (2022), Oz Cobb, a.k.a. the Penguin, makes a play to seize the reins of the crime world in Gotham.",2025-01-16T00:00:00.000Z,"Crime, Gangster, Drama",Lauren LeFranc,0,Colin Farrell,Cristin Milioti,Rhenzy Feliz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67891603a7f15bb1fc077de0,67891603a7f15bb1fc077de1,67891603a7f15bb1fc077de2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/shows/1737037283382-s-penguin-p.jpg,https://moviu.s3.us-east-1.amazonaws.com/shows/1737037283386-s-penguin-b.jpg,"Bill Finger, Bob Kane, Lauren LeFranc, Vladimir Cvetko",1 Season,2024,,false,English,0,,,,,,,
678917a0a7f15bb1fc077e61,Heeramandi,"The scheming Mallikajaan rules over an elite house of courtesans, but a new rival threatens her reign as rebellion brews in British-ruled India.",2025-01-16T14:28:48.230Z,"Drama, Romance, Historical",Sanjay Leela Bhansali,0,Manisha Koirala,Sonakshi Sinha,Aditi Rao Hydari,Richa Chadha,Sharmin Segal,Sanjeeda Sheikh,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,Role 5,Role 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,678917a0a7f15bb1fc077e62,678917a0a7f15bb1fc077e63,678917a0a7f15bb1fc077e64,678917a0a7f15bb1fc077e65,678917a0a7f15bb1fc077e66,678917a0a7f15bb1fc077e67,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/shows/1737037724576-moviu poster-Heeramandi-01.jpg,https://moviu.s3.us-east-1.amazonaws.com/shows/1737037724581-moviu banner-Heeramandi-01.jpg,Moin Beg,1 season,2024,,false,Hindi,0,,,,,,,
678917aaa7f15bb1fc077eaa,Slow Horses,Follows a team of British intelligence agents who serve as a dumping ground department of MI5 due to their career-ending mistakes.,2025-01-16T00:00:00.000Z,"Dark Comedy, Drama, Thriller","Adam Randall, Saul Metzstein, James Hawes, Jeremy Lovering",0,Gary Oldman,Jack Lowden,Kristin Scott Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678917cda7f15bb1fc0788b1,678917cda7f15bb1fc0788b2,678917cda7f15bb1fc0788b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/shows/1737037735540-s-slowhorses-p.jpg,https://moviu.s3.us-east-1.amazonaws.com/shows/1737037735541-s-slowhorses-b.jpg,"Morwenna Banks, Gaby Chiappe, Mark Denton",4 Seasons,2022-2025,,false,English,0,,,,,,,
678918e7a7f15bb1fc078946,Virgin River,"Seeking a fresh start, nurse practitioner Melinda Monroe moves from Los Angeles to a remote Northern California town and is surprised by what and who she finds.",2025-01-16T00:00:00.000Z,"Romance, Drama",Sue Tenney,0,Alexandra Breckenridge,Martin Henderson,Colin Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67891bb8a7f15bb1fc078abb,67891bb8a7f15bb1fc078abc,67891bb8a7f15bb1fc078abd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/shows/1737038775079-s-virginriver-p.jpg,https://moviu.s3.us-east-1.amazonaws.com/shows/1737038050720-s-virginriver-b.jpg,"Robyn Carr, Sue Tenney, Jackson Rock, Jackson Sinder",6 Seasons,2019-2025,,false,English,0,,,,,,,
678a2a74231a47ce4665d9f7,Stranger Things,"In 1980s Indiana, a group of young friends witness supernatural forces and secret government exploits. As they search for answers, the children unravel a series of extraordinary mysteries.",2025-01-17T00:00:00.000Z,"Fantasy, Epic, Horror","Matt Duffer, Ross Duffer",0,Millie Bobby Brown,Finn Wolfhard,Winona Ryder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678a2a8c231a47ce4665da91,678a2a8c231a47ce4665da92,678a2a8c231a47ce4665da93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/shows/1737108083004-s-strangerthings-p.jpg,https://moviu.s3.us-east-1.amazonaws.com/shows/1737108083008-s-strangerthings-b.jpg,"Matt Duffer, Ross Duffer, Paul Dichter, ",4 Seasons,2016–2025,,false,English,0,,,,,,,
678a2fe2231a47ce4665dc37,The Sopranos,"New Jersey mob boss Tony Soprano deals with personal and professional issues in his home and business life that affect his mental state, leading him to seek professional psychiatric counseling.",2025-01-17T00:00:00.000Z,"Gangster, Epic, Crime, Drama",David Chase,0,James Gandolfini,Lorraine Bracco,Edie Falco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678a310a231a47ce4665dce9,678a310a231a47ce4665dcea,678a310a231a47ce4665dceb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/shows/1737109471994-s-sopranos-p.jpg,https://moviu.s3.us-east-1.amazonaws.com/shows/1737109471998-s-sopranos-b.jpg,"David Chase, Terence Winter, Mitchell Burgess, Robin Green",6 Seasons,1999–2007,,false,English,0,,,,,,,
678a4a0f231a47ce4665f57d,Ted Lasso,"American college football coach Ted Lasso heads to London to manage AFC Richmond, a struggling English Premier League soccer team.",2025-01-17T00:00:00.000Z,"Drama, Comedy, Sports"," Brendan Hunt, Joe Kelly, Bill Lawrence",0,Jason Sudeikis, Hannah Waddingham, Jeremy Swift, Phil Dunster, Brett Goldstein, Brendan Hunt, Nick Mohammed, Juno Temple, Toheeb Jimoh, Cristo Fernández, Kola Bokinni, Billy Harris, James Lance, Stephen Manas, Moe Jeudy-Lamour, Sarah Niles, Andrea Anders, Anthony Head, Keeley Hazell, Ellie Taylor,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,Role 5,Role 6,Role 7,Role 8,Role 9,Role 10,Role 11,Role 12,Role 13,Role 14,Role 15,Role 16,Role 17,Role 18,Role 19,Role 20,,,,,,,,,,,,,,6836db73400a0397715ffef4,6836db73400a0397715ffef5,6836db73400a0397715ffef6,6836db73400a0397715ffef7,6836db73400a0397715ffef8,6836db73400a0397715ffef9,6836db73400a0397715ffefa,6836db73400a0397715ffefb,6836db73400a0397715ffefc,6836db73400a0397715ffefd,6836db73400a0397715ffefe,6836db73400a0397715ffeff,6836db73400a0397715fff00,6836db73400a0397715fff01,6836db73400a0397715fff02,6836db73400a0397715fff03,6836db73400a0397715fff04,6836db73400a0397715fff05,6836db73400a0397715fff06,6836db73400a0397715fff07,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/shows/1737116172300-s-tedlasso-p.jpg,https://moviu.s3.us-east-1.amazonaws.com/shows/1737116172304-s-tedlasso-b.jpg," Brendan Hunt, Joe Kelly, Bill Lawrence",3 Seasons,2020-2023,,false,English,0,,,,,,,
678a4bf4231a47ce4665f61c,Suits,"On the run from a drug deal gone bad, brilliant college dropout Mike Ross finds himself working with Harvey Specter, one of New York City's best lawyers.",2025-01-17T12:24:20.574Z,"Drama, Comedy",Aaron Korsh,0,"Gabriel Macht,Patrick J. Adams,Meghan Markle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678a4bf4231a47ce4665f61d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/shows/1737116657903-s-suits-p.jpg,https://moviu.s3.us-east-1.amazonaws.com/shows/1737116657903-s-suits-b.jpg,"Aaron Korsh, Sharyn Rothstein, Genevieve Sparling, Marshall Knight",9 Seasons,2011–2019,,true,English,0,,,,,,,
678a4f43231a47ce4665fa97,Better Call Saul,The trials and tribulations of criminal lawyer Jimmy McGill in the years leading up to and past his fateful run-in with Walter White and Jesse Pinkman.,2025-01-17T12:38:27.287Z,"Drama, Crime, Epic","Vince Gilligan, Peter Gould",0,"Bob Odenkirk,Rhea Seehorn,Jonathan Banks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678a4f43231a47ce4665fa98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/shows/1737117504507-s-bettercallsaul-p.jpg,https://moviu.s3.us-east-1.amazonaws.com/shows/1737117504511-s-bettercallsaul-b.jpg,"Vince Gilligan, Peter Gould, Gordon Smith",6 Seasons,2015–2022,,false,English,0,,,,,,,
